filename,brisque_score,niqe_score,brisque_category,niqe_category,quality_category,preprocessing_decision,error,class,filepath
dominant_follicle_0020.jpg,51.80194091796875,7.492992495237107,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0020.jpg
dominant_follicle_0021.jpg,9.18670654296875,5.522952882017873,good,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0021.jpg
dominant_follicle_0022.jpg,53.44061279296875,7.078573897620365,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0022.jpg
dominant_follicle_0023.jpg,43.15899658203125,5.9525035234535455,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0023.jpg
dominant_follicle_0024.jpg,26.37518310546875,6.740424165944601,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0024.jpg
dominant_follicle_0025.jpg,11.32135009765625,7.2232327642927086,good,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0025.jpg
dominant_follicle_0026.jpg,52.75579833984375,7.448710600348076,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0026.jpg
dominant_follicle_0027.jpg,25.96343994140625,6.608639982148999,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0027.jpg
dominant_follicle_0028.jpg,13.82098388671875,5.530304339295788,good,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0028.jpg
dominant_follicle_0029.jpg,22.30828857421875,6.299253320760868,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0029.jpg
dominant_follicle_0030.jpg,22.49993896484375,4.551616384147083,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0030.jpg
dominant_follicle_0031.jpg,72.41571044921875,6.6638385245826,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0031.jpg
dominant_follicle_0032.jpg,9.66046142578125,5.412029598280937,good,good,good,continue,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0032.jpg
dominant_follicle_0033.jpg,43.68109130859375,7.31325149832756,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0033.jpg
dominant_follicle_0034.jpg,55.10882568359375,8.006099164578078,unusable,unusable,unusable,reject,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0034.jpg
dominant_follicle_0035.jpg,15.66107177734375,5.170247295914982,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0035.jpg
dominant_follicle_0036.jpg,26.6905517578125,5.810606903189895,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0036.jpg
dominant_follicle_0037.jpg,36.05413818359375,6.737034449172965,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0037.jpg
dominant_follicle_0038.jpg,10.62615966796875,5.710127287925422,good,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0038.jpg
dominant_follicle_0039.jpg,20.72137451171875,4.713868162734776,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0039.jpg
dominant_follicle_0040.jpg,7.518310546875,4.880208382530785,good,good,good,continue,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0040.jpg
dominant_follicle_0041.jpg,42.53314208984375,5.123280115245578,unusable,good,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0041.jpg
dominant_follicle_0042.jpg,26.57257080078125,6.6296935071508365,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0042.jpg
dominant_follicle_0043.jpg,62.38861083984375,5.623476979329027,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0043.jpg
dominant_follicle_0044.jpg,25.65765380859375,6.8213098163797135,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0044.jpg
dominant_follicle_0045.jpg,25.53485107421875,5.40856713455483,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0045.jpg
dominant_follicle_0046.jpg,53.73358154296875,8.012449616812122,unusable,unusable,unusable,reject,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0046.jpg
dominant_follicle_0047.jpg,54.75433349609375,6.468238066153766,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0047.jpg
dominant_follicle_0048.jpg,31.04864501953125,6.790421091036293,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0048.jpg
dominant_follicle_0049.jpg,21.58404541015625,7.9533993806592775,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0049.jpg
dominant_follicle_0050.jpg,22.09405517578125,4.361801624212216,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0050.jpg
dominant_follicle_0051.jpg,33.11798095703125,4.991216572277202,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0051.jpg
dominant_follicle_0052.jpg,12.29217529296875,6.515760801111597,good,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0052.jpg
dominant_follicle_0053.jpg,41.02337646484375,5.509766929040441,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0053.jpg
dominant_follicle_0054.jpg,15.11773681640625,7.2996499361697955,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0054.jpg
dominant_follicle_0055.jpg,28.16986083984375,5.148077609985738,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0055.jpg
dominant_follicle_0056.jpg,20.81365966796875,5.580137427521969,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0056.jpg
dominant_follicle_0057.jpg,21.5657958984375,6.399040582637162,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0057.jpg
dominant_follicle_0058.jpg,36.54559326171875,6.175263019748222,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0058.jpg
dominant_follicle_0059.jpg,20.56121826171875,4.407701062291522,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0059.jpg
dominant_follicle_0060.jpg,21.27703857421875,4.5684559871573125,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0060.jpg
dominant_follicle_0061.jpg,15.01641845703125,5.686952413259209,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0061.jpg
dominant_follicle_0062.jpg,15.78289794921875,5.676618853304772,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0062.jpg
dominant_follicle_0063.jpg,14.1419677734375,6.646922918871141,good,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0063.jpg
dominant_follicle_0064.jpg,23.32330322265625,6.143048127043196,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0064.jpg
dominant_follicle_0065.jpg,46.74993896484375,6.33119735780936,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0065.jpg
dominant_follicle_0066.jpg,32.41302490234375,4.159467969764982,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0066.jpg
dominant_follicle_0067.jpg,15.88006591796875,5.317326298360853,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0067.jpg
dominant_follicle_0068.jpg,11.82855224609375,6.171268882713314,good,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0068.jpg
dominant_follicle_0069.jpg,-4.1785888671875,7.297585778931882,good,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0069.jpg
dominant_follicle_0070.jpg,64.04437255859375,6.046648693082457,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0070.jpg
dominant_follicle_0071.jpg,29.96881103515625,5.139505792375076,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0071.jpg
dominant_follicle_0072.jpg,39.33905029296875,6.822693845068861,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0072.jpg
dominant_follicle_0073.jpg,19.22821044921875,4.65955081758673,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0073.jpg
dominant_follicle_0074.jpg,26.74969482421875,6.640700371683477,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0074.jpg
dominant_follicle_0075.jpg,73.56121826171875,8.504840402851856,unusable,unusable,unusable,reject,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0075.jpg
dominant_follicle_0076.jpg,8.1009521484375,7.645869479906599,good,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0076.jpg
dominant_follicle_0077.jpg,11.975830078125,6.219363616344124,good,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0077.jpg
dominant_follicle_0078.jpg,12.05975341796875,6.774452669429927,good,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0078.jpg
dominant_follicle_0079.jpg,16.32891845703125,6.419182605530914,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0079.jpg
dominant_follicle_0080.jpg,34.80511474609375,5.77182447342174,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0080.jpg
dominant_follicle_0081.jpg,21.07269287109375,4.015195357167428,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0081.jpg
dominant_follicle_0082.jpg,16.7347412109375,5.139641248391134,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0082.jpg
dominant_follicle_0083.jpg,7.7529296875,5.001759963421263,good,good,good,continue,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0083.jpg
dominant_follicle_0084.jpg,22.464111328125,5.3170491661605706,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0084.jpg
dominant_follicle_0085.jpg,22.464111328125,5.3170491661605706,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0085.jpg
dominant_follicle_0086.jpg,16.89300537109375,5.500281741050653,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0086.jpg
dominant_follicle_0087.jpg,27.6053466796875,5.3180170067095185,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0087.jpg
dominant_follicle_0088.jpg,41.08392333984375,8.933776933089977,unusable,unusable,unusable,reject,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0088.jpg
dominant_follicle_0089.jpg,62.14862060546875,4.779784427694623,unusable,good,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0089.jpg
dominant_follicle_0090.jpg,32.15936279296875,6.308518241866127,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0090.jpg
dominant_follicle_0091.jpg,47.49847412109375,9.28230522133993,unusable,unusable,unusable,reject,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0091.jpg
dominant_follicle_0092.jpg,15.14178466796875,6.539031149126594,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0092.jpg
dominant_follicle_0093.jpg,25.87872314453125,6.0935871166869795,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0093.jpg
dominant_follicle_0094.jpg,44.79461669921875,8.977375222394121,unusable,unusable,unusable,reject,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0094.jpg
dominant_follicle_0095.jpg,38.53216552734375,7.316076126795306,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0095.jpg
dominant_follicle_0096.jpg,24.24041748046875,4.598287976904188,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0096.jpg
dominant_follicle_0097.jpg,13.4881591796875,5.113220900010595,good,good,good,continue,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0097.jpg
dominant_follicle_0098.jpg,26.88397216796875,6.017706963989401,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0098.jpg
dominant_follicle_0099.jpg,52.49432373046875,7.351790228206104,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0099.jpg
dominant_follicle_0100.jpg,21.537353515625,4.6544933570563245,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0100.jpg
dominant_follicle_0101.jpg,28.57281494140625,6.377762895780773,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0101.jpg
dominant_follicle_0102.jpg,9.3289794921875,4.169964501217549,good,good,good,continue,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0102.jpg
dominant_follicle_0103.jpg,32.44232177734375,6.113811755394516,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0103.jpg
dominant_follicle_0104.jpg,39.4786376953125,7.678716112945409,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0104.jpg
dominant_follicle_0105.jpg,24.04541015625,6.734099990728549,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0105.jpg
dominant_follicle_0106.jpg,33.89227294921875,6.13149622409827,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0106.jpg
dominant_follicle_0107.jpg,36.30389404296875,6.003647959039942,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0107.jpg
dominant_follicle_0108.jpg,21.3619384765625,6.995833523061169,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0108.jpg
dominant_follicle_0109.jpg,28.71124267578125,7.533144643644736,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0109.jpg
dominant_follicle_0110.jpg,25.26190185546875,5.586396456525898,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0110.jpg
dominant_follicle_0111.jpg,11.15478515625,3.774669392905793,good,good,good,continue,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0111.jpg
dominant_follicle_0112.jpg,39.38372802734375,5.555383109075268,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0112.jpg
dominant_follicle_0113.jpg,22.29156494140625,6.25568557425087,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0113.jpg
dominant_follicle_0114.jpg,31.04534912109375,6.8562354231136275,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0114.jpg
dominant_follicle_0115.jpg,24.08209228515625,6.130694451930988,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0115.jpg
dominant_follicle_0116.jpg,21.37615966796875,6.390777123048382,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0116.jpg
dominant_follicle_0117.jpg,10.48626708984375,5.235532618711629,good,good,good,continue,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0117.jpg
dominant_follicle_0118.jpg,49.54681396484375,6.191341140054897,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0118.jpg
dominant_follicle_0119.jpg,1.18109130859375,5.061613789611496,good,good,good,continue,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0119.jpg
dominant_follicle_0120.jpg,11.26739501953125,5.333377702180316,good,good,good,continue,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0120.jpg
dominant_follicle_0121.jpg,53.93890380859375,5.303910556315842,unusable,good,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0121.jpg
dominant_follicle_0122.jpg,17.65869140625,4.087829440955126,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0122.jpg
dominant_follicle_0123.jpg,22.77679443359375,6.262446464397526,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0123.jpg
dominant_follicle_0124.jpg,39.23260498046875,5.956059865990976,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0124.jpg
dominant_follicle_0125.jpg,18.91241455078125,6.475612978946103,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0125.jpg
dominant_follicle_0126.jpg,34.55657958984375,5.870390932447276,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0126.jpg
dominant_follicle_0127.jpg,34.531005859375,5.9512009358597355,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0127.jpg
dominant_follicle_0128.jpg,22.10601806640625,5.2200844174856345,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0128.jpg
dominant_follicle_0129.jpg,20.82977294921875,5.972982434226778,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0129.jpg
dominant_follicle_0130.jpg,17.29144287109375,4.93105126949019,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0130.jpg
dominant_follicle_0131.jpg,49.20208740234375,6.2853255274683235,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0131.jpg
dominant_follicle_0132.jpg,37.25128173828125,6.180256244581757,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0132.jpg
dominant_follicle_0133.jpg,36.57965087890625,6.065827919994565,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0133.jpg
dominant_follicle_0134.jpg,35.82757568359375,6.725997011412626,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0134.jpg
dominant_follicle_0135.jpg,33.955322265625,5.029624579977694,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0135.jpg
dominant_follicle_0136.jpg,18.9696044921875,5.95069431699523,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0136.jpg
dominant_follicle_0137.jpg,33.6339111328125,8.496960537140202,poor,unusable,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0137.jpg
dominant_follicle_0138.jpg,31.07049560546875,6.063903116348157,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0138.jpg
dominant_follicle_0139.jpg,56.32269287109375,8.24348630227824,unusable,unusable,unusable,reject,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0139.jpg
dominant_follicle_0140.jpg,13.67718505859375,6.942932075516247,good,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0140.jpg
dominant_follicle_0141.jpg,16.91558837890625,4.923305290007138,poor,good,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0141.jpg
dominant_follicle_0142.jpg,25.07708740234375,6.584057731750024,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0142.jpg
dominant_follicle_0143.jpg,48.87664794921875,7.537576507354063,unusable,poor,review,manual_review,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0143.jpg
dominant_follicle_0144.jpg,25.47430419921875,5.56157464341703,poor,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0144.jpg
dominant_follicle_0145.jpg,11.43353271484375,6.81467053781995,good,poor,poor,enhance,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0145.jpg
dominant_follicle_0146.jpg,36.33489990234375,8.42162477530409,unusable,unusable,unusable,reject,,dominant_follicle,data\raw\UltraSound\Ovarian_US\dominant_follicle\dominant_follicle_0146.jpg
